google,https://www.google.com
kan,https://www.kan.org.il
youtube,https://www.youtube.com
cnn,https://www.cnn.com
bbc,https://www.bbc.com
microsoft,https://www.microsoft.com
ynet,https://www.ynet.co.il
bing,https://www.bing.com
yahoo,https://www.yahoo.com
twitter,https://www.twitter.com
